"","Opinion","Number.of.employment.years","House.type","term.in.months","Age","Marital.status","Registers","Type.of.employment","Expenses","income","total.wealth","mortgage.left","amount.of.money.solicitated","price.of.good.to.buy","weight","funding.ratio","saving.capacity","fold"
"1019","Positive",3,"rented",5,36,"married","No","Permanent","less miser",80,1,0,1220,1505,0.2,2,2,3
"1020","Negative",2,"parents",3,22,"married","No","Temporaray","less miser",137,1,0,700,900,0.2,2,2,6
"1021","Positive",2,"private",3,26,"married","No","Permanent","less miser",107,1,0,700,700,0.2,3,2,10
"1022","Negative",3,"ownerwithdeed",5,36,"married","No","Self","less spenthrift",62,1,0,650,1295,0.2,1,2,10
"1023","Negative",3,"ownerwithdeed",5,36,"married","No","Self","less spenthrift",62,1,0,650,1295,0.2,1,2,4
"1024","Positive",3,"rented",5,37,"married","Yes","Permanent","less spenthrift",125,1,0,750,970,0.2,2,2,5
"1025","Negative",2,"rented",5,28,"married","No","Permanent","less miser",190,1,0,1250,1250,0.2,3,2,1
"1026","Positive",3,"ownerwithdeed",2,56,"married","Yes","Permanent","less miser",124,1,0,500,1495,0.2,1,2,7
"1027","Negative",2,"ownerwithdeed",3,35,"married","Yes","Temporaray","less miser",144,1,0,475,690,0.2,1,2,6
"1028","Negative",2,"ownerwithdeed",5,31,"married","Yes","Permanent","less miser",184,1,0,1550,1679,0.2,2,2,5
"1029","Positive",3,"parents",2,26,"single","No","Self","miser",100,1,0,800,2450,0.2,1,2,8
"1030","Positive",3,"ownerwithdeed",1,34,"married","No","Permanent","less miser",80,1,3500,300,1600,0.2,1,2,10
"1031","Positive",2,"rented",5,36,"married","No","Permanent","less miser",129,1,0,1125,1575,0.2,2,2,4
"1032","Positive",2,"ownerwithdeed",2,29,"married","No","Permanent","less miser",225,1,0,600,980,0.2,1,2,5
"1033","Positive",3,"ownerwithdeed",4,33,"married","No","Permanent","less miser",191,1,2000,1400,1602,0.2,2,2,7
"1034","Positive",2,"rented",2,28,"married","No","Permanent","less miser",150,1,0,512,1255,0.2,1,2,4
"1035","Positive",3,"private",5,24,"married","No","Permanent","less miser",127,1,0,1000,1282,0.2,2,2,7
"1036","Negative",3,"ownerwithdeed",5,57,"married","Yes","Permanent","less miser",283,1,0,900,1168,0.2,2,2,8
"1037","Positive",3,"parents",5,34,"single","No","Permanent","less miser",195,1,0,1200,1200,0.2,3,2,7
"1038","Positive",2,"ownerwithdeed",3,38,"married","No","Permanent","less miser",114,1,0,650,1100,0.2,1,2,6
"1039","Positive",2,"rented",5,29,"single","No","Permanent","miser",0,1,0,1550,1700,0.2,2,2,3
"1040","Negative",2,"rented",5,36,"married","Yes","Permanent","less miser",100,1,0,1100,1256,0.2,2,2,4
"1041","Positive",2,"rented",3,29,"single","No","Temporaray","less miser",113,1,0,1100,1110,0.2,3,2,10
"1042","Positive",3,"ownerwithdeed",5,47,"married","No","Self","less miser",178,1,0,1850,1852,0.2,3,2,3
"1043","Positive",3,"ownerwithdeed",4,53,"married","No","Self","less miser",100,1,0,500,1114,0.2,1,2,9
"1044","Negative",2,"rented",3,32,"single","No","Self","miser",0,1,0,950,1350,0.2,2,2,4
"1045","Positive",3,"ownerwithdeed",5,34,"married","Yes","Permanent","less miser",310,1,0,1600,1849,0.2,2,2,3
"1046","Negative",2,"others",5,21,"single","No","Permanent","miser",86,1,0,1400,1600,0.2,2,2,2
"1047","Positive",3,"others",3,32,"single","No","Permanent","miser",139,1,0,1100,2471,0.2,1,2,1
"1048","Positive",2,"ownerwithdeed",5,32,"single","No","Temporaray","miser",94,1,0,1350,1583,0.2,2,2,3
"1049","Positive",2,"rented",3,24,"married","No","Permanent","less miser",135,1,0,650,1136,0.2,1,2,2
"1050","Positive",3,"private",5,51,"married","Yes","Permanent","less miser",110,1,0,800,1343,0.2,1,2,9
"1051","Positive",2,"ownerwithdeed",4,29,"married","No","Permanent","less miser",145,1,0,700,1104,0.2,1,2,10
"1052","Positive",2,"parents",54,38,"divorced","No","Permanent","miser",53,1,0,850,1129,0.2,2,2,8
"1053","Positive",3,"ownerwithdeed",42,38,"married","No","Self","less miser",229,1,0,1700,1850,0.2,2,2,10
"1054","Negative",3,"ownerwithdeed",5,47,"married","Yes","Self","less miser",285,1,0,1440,1440,0.2,3,2,6
"1055","Positive",2,"rented",1,34,"married","No","Self","less miser",240,1,0,500,700,0.2,2,2,4
"1056","Positive",3,"parents",5,22,"single","No","Permanent","miser",86,1,0,1200,1214,0.2,98.8467874794069,2,4
"1057","Negative",3,"private",5,46,"married","No","Permanent","less miser",165,1,1300,1400,1530,0.2,2,2,10
"1058","Positive",3,"ownerwithdeed",5,39,"married","No","Permanent","less spenthrift",129,1,1200,750,1888,0.2,1,2,2
"1059","Positive",2,"parents",5,28,"married","No","Permanent","less miser",131,1,0,1250,1346,0.2,2,2,6
"1060","Positive",3,"parents",1,25,"single","No","Permanent","miser",69,1,0,500,1275,0.2,1,2,4
"1061","Positive",3,"rented",5,39,"married","No","Permanent","less miser",123,1,0,1000,1194,0.2,2,2,7
"1062","Negative",3,"rented",4,53,"separated","Yes","Permanent","less miser",208,1,0,1200,1479,0.2,2,2,10
"1063","Positive",3,"ownerwithdeed",5,49,"married","No","Permanent","less miser",133,1,0,1000,1755,0.2,1,2,1
"1064","Positive",2,"ownerwithdeed",2,46,"married","No","Self","less miser",500,1,0,500,1095,0.2,1,2,8
"1065","Positive",2,"parents",3,56,"married","Yes","Permanent","miser",102,1,0,1000,1606,0.2,1,2,7
"1066","Positive",3,"ownerwithdeed",4,33,"married","No","Permanent","less miser",150,1,0,1000,1670,0.2,1,2,1
"1067","Positive",2,"parents",5,30,"married","No","Permanent","less miser",100,1,0,1350,1896,0.2,2,2,5
"1068","Positive",2,"rented",18,26,"single","No","Permanent","less miser",110,1,0,500,600,0.2,2,2,8
"1069","Positive",2,"ownerwithdeed",5,34,"married","No","Self","less miser",0,1,0,1400,1500,0.2,2,2,1
"1070","Positive",3,"rented",5,36,"single","Yes","Permanent","less miser",120,1,1700,1650,1852,0.2,2,2,9
"1071","Negative",2,"parents",2,37,"single","No","Permanent","miser",78,1,0,800,1298,0.2,1,2,3
"1072","Positive",3,"ownerwithdeed",5,26,"married","No","Permanent","less miser",187,1,1000,1100,1175,0.2,2,2,10
"1073","Positive",3,"ownerwithdeed",5,62,"married","No","Self","less miser",428,1,0,1900,1994,0.2,2,2,3
"1074","Positive",2,"rented",5,41,"married","No","Others","less miser",60,1,0,750,818,0.2,2,2,4
"1075","Negative",2,"ownerwithdeed",5,37,"married","No","Permanent","less miser",116,1,575,950,950,0.2,3,2,7
"1076","Positive",2,"ownerwithdeed",3,32,"married","No","Permanent","less miser",114,1,0,1000,1853,0.2,1,2,1
"1077","Positive",2,"ownerwithdeed",4,32,"married","No","Permanent","less miser",208,1,5000,1000,1323,0.2,2,2,7
"1078","Positive",3,"ownerwithdeed",5,31,"married","No","Permanent","less miser",123,1,0,700,1698,0.2,1,2,2
"1079","Negative",2,"rented",4,28,"married","No","Temporaray","less miser",64,1,0,1100,1365,0.2,2,2,6
"1080","Positive",3,"ownerwithdeed",4,37,"married","No","Permanent","less miser",350,1,0,1000,1628,0.2,1,2,10
"1081","Negative",2,"parents",3,21,"single","No","Permanent","miser",85,1,0,105,105,0.2,3,2,6
"1082","Positive",3,"rented",2,31,"married","No","Permanent","less miser",90,1,0,400,2230,0.2,1,2,2
"1083","Positive",3,"rented",5,36,"married","No","Permanent","less spenthrift",250,1,0,1250,1816,0.2,1,2,8
"1084","Positive",3,"ownerwithdeed",5,34,"married","No","Permanent","less miser",173,1,1600,933,964,0.2,2,2,4
"1085","Negative",2,"rented",3,25,"single","No","Permanent","less miser",135,1,0,600,675,0.2,2,2,2
"1086","Positive",3,"others",5,36,"married","No","Permanent","less miser",210,1,0,1330,1330,0.2,3,2,9
"1087","Positive",3,"rented",5,47,"married","No","Permanent","less miser",80,1,0,1350,1612,0.2,2,2,5
"1088","Positive",2,"private",6,24,"single","No","Permanent","miser",173,1,0,475,1323,0.2,1,2,4
"1089","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",130,1,1500,900,1281,0.2,2,2,5
"1090","Positive",3,"ownerwithdeed",3,32,"married","No","Permanent","less miser",112,1,3600,400,830,0.2,1,2,9
"1091","Negative",2,"rented",5,35,"married","Yes","Permanent","less miser",70,1,0,1000,1000,0.2,3,2,3
"1092","Negative",2,"parents",3,28,"single","No","Permanent","miser",116,1,0,925,1350,0.2,1,2,8
"1093","Positive",2,"ownerwithdeed",4,26,"married","No","Permanent","less miser",165,1,600,950,1490,0.2,1,2,2
"1094","Positive",3,"ownerwithdeed",3,60,"married","No","Self","less miser",116,1,0,1000,1100,0.2,2,2,3
"1095","Positive",2,"ownerwithdeed",2,57,"married","No","Others","less miser",25,1,0,400,1034,0.2,1,2,4
"1096","Positive",2,"parents",3,34,"separated","No","Permanent","miser",130,1,0,500,550,0.2,2,2,5
"1097","Negative",2,"rented",5,57,"married","No","Others","less miser",52,1,0,800,866,0.2,2,2,1
"1098","Negative",2,"others",2,46,"single","Yes","Permanent","miser",78,1,0,550,550,0.2,3,2,2
"1099","Positive",2,"ownerwithdeed",5,28,"married","No","Others","less miser",148,1,0,1300,1695,0.2,2,2,7
"1100","Negative",2,"ownerwithdeed",5,44,"married","No","Others","less miser",0,1,0,850,972,0.2,2,2,2
"1101","Positive",3,"rented",3,35,"married","Yes","Self","less miser",74,1,0,475,550,0.2,2,2,2
"1102","Positive",2,"rented",5,21,"single","No","Permanent","less miser",138,1,0,950,984,0.2,2,2,6
"1103","Negative",2,"ownerwithdeed",3,45,"married","Yes","Others","less spenthrift",155,1,0,300,1012,0.2,1,2,5
"1104","Positive",3,"rented",4,31,"married","No","Permanent","less miser",247,1,0,900,1039,0.2,2,2,3
"1105","Positive",2,"parents",4,27,"single","No","Self","miser",85,1,0,650,650,0.2,3,2,9
"1106","Positive",2,"ownerwithdeed",1,59,"married","No","Self","less miser",42,1,0,400,790,0.2,1,2,2
"1107","Positive",3,"ignore",5,55,"married","No","Permanent","less miser",157,1,0,1600,1600,0.2,3,2,7
"1108","Positive",2,"ownerwithdeed",5,36,"married","Yes","Permanent","less miser",236,1,2000,1500,1615,0.2,2,2,3
"1109","Positive",3,"rented",5,41,"married","No","Permanent","less miser",137,1,0,1000,1450,0.2,1,2,6
"1110","Positive",3,"ownerwithdeed",3,51,"married","No","Self","less miser",152,1,0,500,635,0.2,2,2,8
"1111","Negative",2,"private",5,35,"married","No","Self","miser",0,1,0,1400,1411,0.2,3,2,10
"1112","Positive",2,"parents",5,33,"single","No","Permanent","miser",167,1,0,2000,2250,0.2,2,2,8
"1113","Negative",2,"rented",4,39,"married","Yes","Permanent","spenthrift",330,1,0,1000,1260,0.2,2,2,9
"1114","Positive",3,"rented",5,34,"single","No","Permanent","less miser",250,1,0,1500,1594,0.2,2,2,2
"1115","Negative",2,"parents",3,22,"single","No","Permanent","miser",80,1,0,490,690,0.2,2,2,6
"1116","Positive",2,"ownerwithdeed",3,25,"single","No","Permanent","miser",200,1,0,900,1139,0.2,2,2,7
"1117","Positive",3,"ownerwithdeed",4,55,"married","No","Self","less miser",84,1,0,1390,1390,0.2,3,2,4
"1118","Positive",3,"ownerwithdeed",5,33,"married","No","Permanent","less miser",200,1,1620,1000,1671,0.2,1,2,9
"1119","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",187,1,0,1500,2180,0.2,1,2,1
"1120","Positive",2,"ownerwithdeed",5,24,"single","No","Permanent","miser",70,1,0,1200,1505,0.2,2,2,10
"1121","Positive",3,"ownerwithdeed",5,38,"married","No","Permanent","less miser",120,1,0,1100,1172,0.2,2,2,7
"1122","Positive",2,"ownerwithdeed",5,30,"married","No","Permanent","less miser",80,1,200,1000,1331,0.2,2,2,8
"1123","Negative",3,"rented",2,47,"married","Yes","Self","less miser",41,1,0,1200,2257,0.2,1,2,3
"1124","Negative",2,"rented",5,31,"married","Yes","Permanent","less miser",57,1,0,1400,1475,0.2,2,2,9
"1125","Negative",3,"parents",3,26,"single","No","Self","miser",0,1,3000,1200,2140,0.2,1,2,5
"1126","Positive",2,"parents",4,21,"single","No","Permanent","miser",70,1,0,1250,1365,0.2,2,2,2
"1127","Negative",2,"rented",4,27,"married","No","Self","less miser",250,1,0,860,970,0.2,2,2,7
"1128","Positive",3,"ownerwithdeed",5,65,"married","No","Others","less miser",222,1,0,600,1264,0.2,1,2,1
"1129","Positive",3,"ownerwithdeed",5,56,"married","Yes","Self","less miser",150,1,0,1000,1104,0.2,2,2,5
"1130","Positive",3,"ownerwithdeed",4,41,"single","No","Permanent","miser",175,1,0,750,1128,0.2,1,2,9
"1131","Positive",2,"rented",3,25,"single","No","Permanent","less miser",138,1,0,900,1717,0.2,1,2,1
"1132","Positive",2,"parents",3,27,"married","No","Permanent","less miser",72,1,0,350,1426,0.2,1,2,2
"1133","Negative",2,"ownerwithdeed",5,62,"married","Yes","Others","less spenthrift",136,1,0,600,790,0.2,2,2,1
"1134","Negative",3,"ownerwithdeed",5,42,"married","No","Self","less spenthrift",40,1,1600,2000,2550,0.2,2,2,9
"1135","Positive",2,"parents",5,25,"single","No","Self","less miser",130,1,0,1100,1380,0.2,2,2,8
"1136","Negative",2,"parents",5,34,"married","No","Permanent","less miser",190,1,0,700,719,0.2,2,2,5
"1137","Positive",2,"ownerwithdeed",5,24,"married","No","Permanent","less miser",243,1,1980,1250,1451,0.2,2,2,7
"1138","Positive",2,"rented",5,26,"married","Yes","Permanent","less miser",98,1,0,1100,1240,0.2,2,2,8
"1139","Negative",2,"parents",2,21,"single","Yes","Temporaray","miser",126,1,0,1150,1586,0.2,2,2,2
"1140","Negative",3,"ownerwithdeed",4,35,"married","No","Temporaray","less miser",55,1,0,1500,1786,0.2,2,2,4
"1141","Negative",2,"ownerwithdeed",5,49,"married","No","Temporaray","less spenthrift",88,1,0,850,1149,0.2,2,2,8
"1142","Negative",2,"ownerwithdeed",5,35,"single","No","Temporaray","miser",181,1,0,1600,1912,0.2,2,2,1
"1143","Negative",3,"private",5,33,"married","Yes","Permanent","less spenthrift",77,1,0,1500,1813,0.2,2,2,10
"1144","Negative",2,"parents",3,27,"separated","Yes","Permanent","miser",110,1,0,300,550,0.2,1,2,10
"1145","Positive",3,"ownerwithdeed",5,35,"married","No","Permanent","less miser",125,1,0,1080,1428,0.2,2,2,1
"1146","Positive",2,"ownerwithdeed",5,27,"married","No","Self","less miser",225,1,1200,700,2273,0.2,1,2,1
"1147","Positive",2,"rented",3,35,"single","No","Permanent","miser",74,1,0,950,1000,0.2,2,2,10
"1148","Positive",3,"ownerwithdeed",18,37,"married","No","Permanent","less miser",115,1,0,600,1200,0.2,1,2,10
"1149","Positive",2,"rented",4,64,"married","No","Others","less miser",137,1,0,600,927,0.2,1,2,4
"1150","Positive",3,"ownerwithdeed",3,34,"widower","No","Permanent","less miser",202,1,0,350,800,0.2,1,2,5
"1151","Positive",2,"ownerwithdeed",4,37,"married","No","Permanent","less miser",135,1,0,1000,1062,0.2,2,2,10
"1152","Positive",3,"ownerwithdeed",4,43,"married","No","Self","less miser",145,1,0,680,1350,0.2,1,2,2
"1153","Negative",3,"rented",3,49,"married","No","Others","less miser",54,1,0,450,615,0.2,2,2,4
"1154","Positive",3,"ownerwithdeed",1,51,"married","No","Self","less miser",80,1,0,1000,1931,0.2,1,2,5
"1155","Positive",3,"ownerwithdeed",3,24,"married","No","Permanent","less miser",140,1,0,1000,1100,0.2,2,2,7
"1156","Positive",2,"parents",5,22,"single","No","Permanent","miser",90,1,0,1250,1590,0.2,2,2,4
"1157","Negative",2,"parents",3,30,"single","No","Others","less miser",32,1,0,650,750,0.2,2,2,10
"1158","Positive",2,"ownerwithdeed",2,33,"married","No","Permanent","less miser",130,1,0,800,1465,0.2,1,2,10
"1159","Positive",3,"ownerwithdeed",2,50,"married","No","Self","less miser",285,1,700,500,1321,0.2,1,2,9
"1160","Positive",2,"parents",3,19,"single","No","Temporaray","miser",75,1,0,1450,1473,0.2,98.438560760353,2,9
"1161","Positive",3,"ownerwithdeed",3,26,"married","Yes","Self","less miser",150,1,0,1500,2588,0.2,1,2,2
"1162","Positive",3,"ownerwithdeed",5,28,"single","Yes","Permanent","miser",172,1,2000,950,1184,0.2,2,2,7
"1163","Negative",2,"rented",3,23,"married","No","Self","less miser",300,1,0,400,700,0.2,1,2,4
"1164","Positive",2,"parents",5,26,"single","Yes","Permanent","miser",73,1,0,650,1200,0.2,1,2,4
"1165","Positive",3,"ownerwithdeed",5,51,"married","No","Permanent","less miser",165,1,0,500,625,0.2,2,2,1
"1166","Negative",2,"ownerwithdeed",3,38,"married","No","Self","less spenthrift",300,1,0,1200,1881,0.2,1,2,8
"1167","Positive",3,"rented",5,30,"married","Yes","Permanent","less miser",217,1,0,1800,1807,0.2,3,2,4
"1168","Negative",2,"others",5,41,"married","Yes","Permanent","less spenthrift",0,1,0,1000,2750,0.2,1,2,4
"1169","Positive",2,"private",5,29,"married","No","Permanent","less miser",90,1,0,1650,1800,0.2,2,2,10
"1170","Positive",2,"parents",3,28,"married","No","Permanent","less miser",100,1,0,1000,2343,0.2,1,2,3
"1171","Positive",2,"ownerwithdeed",4,38,"married","No","Permanent","less miser",217,1,0,1400,1689,0.2,2,2,5
"1172","Negative",3,"ownerwithdeed",4,29,"married","No","Permanent","less miser",62,1,0,984,984,0.2,3,2,10
"1173","Positive",2,"rented",6,28,"married","No","Permanent","less miser",60,1,0,200,1566,0.2,1,2,1
"1174","Positive",3,"ownerwithdeed",5,32,"married","No","Permanent","less miser",117,1,80,1400,1833,0.2,2,2,10
"1175","Negative",2,"rented",4,22,"single","No","Permanent","miser",73,1,0,940,1127,0.2,2,2,4
"1176","Negative",2,"parents",4,30,"single","No","Permanent","miser",86,1,0,900,1127,0.2,2,2,8
"1177","Negative",3,"ownerwithdeed",4,30,"married","No","Permanent","less miser",67,1,2040,1000,1093,0.2,2,2,10
"1178","Positive",3,"ownerwithdeed",3,53,"married","No","Permanent","less miser",165,1,0,900,900,0.2,3,2,10
"1179","Negative",2,"private",5,28,"married","Yes","Permanent","less miser",166,1,0,1500,1599,0.2,2,2,3
"1180","Negative",3,"others",4,22,"single","No","Permanent","miser",82,1,0,480,1910,0.2,1,2,4
"1181","Negative",2,"rented",3,24,"married","No","Self","miser",90,1,0,1050,1493,0.2,2,2,1
"1182","Negative",2,"rented",5,52,"separated","Yes","Permanent","less miser",327,1,0,700,819,0.2,2,2,7
"1183","Positive",3,"ownerwithdeed",5,34,"married","No","Permanent","less miser",145,1,1800,1500,1703,0.2,2,2,8
"1184","Positive",3,"rented",3,39,"married","No","Self","less spenthrift",202,1,0,600,1461,0.2,1,2,1
"1185","Positive",2,"ownerwithdeed",5,30,"married","No","Temporaray","less miser",150,1,2800,1400,1763,0.2,2,2,1
"1186","Positive",3,"rented",3,46,"married","No","Permanent","less miser",223,1,0,450,650,0.2,1,2,3
"1187","Positive",2,"parents",3,52,"married","Yes","Permanent","less miser",325,1,0,400,1700,0.2,1,2,2
"1188","Positive",3,"ownerwithdeed",5,52,"married","No","Permanent","less miser",143,1,0,1300,1661,0.2,2,2,6
"1189","Positive",3,"rented",5,36,"married","No","Permanent","less miser",100,1,0,850,1150,0.2,2,2,2
"1190","Positive",3,"ownerwithdeed",1,25,"married","No","Permanent","less miser",124,1,1000,800,1602,0.2,1,2,9
"1191","Positive",3,"rented",4,46,"married","No","Permanent","less spenthrift",110,1,0,1150,1528,0.2,2,2,9
"1192","Negative",2,"others",4,45,"married","No","Self","less miser",120,1,0,900,964,0.2,2,2,3
"1193","Positive",3,"ownerwithdeed",5,53,"married","No","Permanent","less miser",107,1,0,800,932,0.2,2,2,3
"1194","Negative",2,"others",5,22,"single","No","Permanent","miser",83,1,0,1400,1430,0.2,2,2,4
"1195","Positive",2,"others",3,50,"married","No","Temporaray","less miser",162,1,0,1000,1615,0.2,1,2,9
"1196","Negative",2,"ownerwithdeed",4,52,"married","Yes","Others","less spenthrift",245,1,2432,1520,1670,0.2,2,2,10
"1197","Positive",3,"private",5,47,"married","No","Permanent","less miser",243,1,0,1850,1890,0.2,2,2,7
"1198","Positive",2,"rented",5,27,"single","No","Permanent","miser",76,1,0,650,1070,0.2,1,2,8
"1199","Positive",3,"ownerwithdeed",18,35,"married","No","Permanent","less miser",400,1,0,200,2225,0.2,1,2,1
"1200","Positive",2,"parents",4,21,"single","No","Temporaray","miser",106,1,0,500,1131,0.2,1,2,8
"1201","Positive",3,"ownerwithdeed",3,44,"married","No","Permanent","less miser",120,1,0,650,1852,0.2,1,2,10
"1202","Negative",2,"parents",5,32,"single","No","Permanent","miser",122,1,0,2000,2050,0.2,2,2,3
"1203","Positive",2,"rented",3,34,"divorced","No","Permanent","miser",80,1,0,700,700,0.2,3,2,6
"1204","Positive",3,"private",5,36,"married","No","Permanent","less miser",120,1,1500,1500,1540,0.2,2,2,9
"1205","Positive",3,"rented",4,36,"married","No","Permanent","less miser",200,1,0,978,1338,0.2,2,2,3
